,address,Route Name,Route Latitude,Route Longitude,Venue,Venue Summary,Venue Category,Distance,Address,Neighborhood Latitude,Neighborhood Longitude,Route_Name
1615,,,,,Sandhu Food Store,This spot is popular,Grocery Store,927,SL2 1BG Pippin Close,51.5262208,-0.6083184,Pippin Close
1616,,,,,Priestley Bakers,This spot is popular,Bakery,931,SL2 1BG Pippin Close,51.5262208,-0.6083184,Pippin Close
1617,,,,,KFC,This spot is popular,Fast Food Restaurant,713,SL2 1BG Pippin Close,51.5262208,-0.6083184,Pippin Close
1618,,,,,"Stoke Park Country Club, Spa & Hotel",This spot is popular,Hotel,617,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1619,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,727,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1620,,,,,Costa Coffee,This spot is popular,Coffee Shop,859,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1621,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,873,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1622,,,,,Iceland,This spot is popular,Grocery Store,794,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1623,,,,,Lidl,This spot is popular,Supermarket,535,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1624,,,,,Poundland,This spot is popular,Discount Store,999,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1625,,,,,Karma Footprints LTD,This spot is popular,IT Services,462,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1626,,,,,San Marco,This spot is popular,Italian Restaurant,559,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1627,,,,,Golden City,This spot is popular,Chinese Restaurant,566,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1628,,,,,Kopernik,This spot is popular,Food & Drink Shop,861,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1629,,,,,Sainsbury's,This spot is popular,Supermarket,920,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1630,,,,,Chicken Delite,This spot is popular,Burger Joint,970,SL2 1BH Canterbury Avenue,51.5318041,-0.611449,Canterbury Avenue
1631,,,,,"Stoke Park Country Club, Spa & Hotel",This spot is popular,Hotel,644,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1632,,,,,Pets at Home,This spot is popular,Pet Store,976,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1633,,,,,B&M Store,This spot is popular,Discount Store,954,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1634,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,675,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1635,,,,,Costa Coffee,This spot is popular,Coffee Shop,800,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1636,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,815,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1637,,,,,Iceland,This spot is popular,Grocery Store,744,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1638,,,,,Lidl,This spot is popular,Supermarket,495,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1639,,,,,Poundland,This spot is popular,Discount Store,940,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1640,,,,,Karma Footprints LTD,This spot is popular,IT Services,380,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1641,,,,,Golden City,This spot is popular,Chinese Restaurant,535,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1642,,,,,San Marco,This spot is popular,Italian Restaurant,588,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1643,,,,,Kopernik,This spot is popular,Food & Drink Shop,799,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1644,,,,,Sainsbury's,This spot is popular,Supermarket,862,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1645,,,,,Chicken Delite,This spot is popular,Burger Joint,908,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1646,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,965,SL2 1BJ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1647,,,,,Pets at Home,This spot is popular,Pet Store,769,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1648,,,,,B&M Store,This spot is popular,Discount Store,693,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1649,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,437,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1650,,,,,Costa Coffee,This spot is popular,Coffee Shop,590,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1651,,,,,Iceland,This spot is popular,Grocery Store,490,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1652,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,601,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1653,,,,,Lidl,This spot is popular,Supermarket,229,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1654,,,,,Poundland,This spot is popular,Discount Store,721,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1655,,,,,Golden City,This spot is popular,Chinese Restaurant,211,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1656,,,,,Wickes,This spot is popular,Hardware Store,951,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1657,,,,,Karma Footprints LTD,This spot is popular,IT Services,568,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1658,,,,,Sainsbury's,This spot is popular,Supermarket,642,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1659,,,,,Kopernik,This spot is popular,Food & Drink Shop,616,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1660,,,,,Chicken Delite,This spot is popular,Burger Joint,711,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1661,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,898,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1662,,,,,Absolutely Fitness,This spot is popular,Recreation Center,956,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1663,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,960,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1664,,,,,San Marco,This spot is popular,Italian Restaurant,964,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1665,,,,,KFC,This spot is popular,Fast Food Restaurant,830,SL2 1BL Cumberland Avenue,51.5297236,-0.6162767,Cumberland Avenue
1666,,,,,"Stoke Park Country Club, Spa & Hotel",This spot is popular,Hotel,644,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1667,,,,,Pets at Home,This spot is popular,Pet Store,976,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1668,,,,,B&M Store,This spot is popular,Discount Store,954,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1669,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,675,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1670,,,,,Costa Coffee,This spot is popular,Coffee Shop,800,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1671,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,815,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1672,,,,,Iceland,This spot is popular,Grocery Store,744,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1673,,,,,Lidl,This spot is popular,Supermarket,495,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1674,,,,,Poundland,This spot is popular,Discount Store,940,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1675,,,,,Karma Footprints LTD,This spot is popular,IT Services,380,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1676,,,,,Golden City,This spot is popular,Chinese Restaurant,535,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1677,,,,,San Marco,This spot is popular,Italian Restaurant,588,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1678,,,,,Kopernik,This spot is popular,Food & Drink Shop,799,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1679,,,,,Sainsbury's,This spot is popular,Supermarket,862,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1680,,,,,Chicken Delite,This spot is popular,Burger Joint,908,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1681,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,965,SL2 1BQ Canterbury Avenue,51.53113670000001,-0.6109526,Canterbury Avenue
1682,,,,,Pets at Home,This spot is popular,Pet Store,362,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1683,,,,,B&M Store,This spot is popular,Discount Store,301,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1684,,,,,Costa Coffee,This spot is popular,Coffee Shop,184,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1685,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,195,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1686,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,33,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1687,,,,,Iceland,This spot is popular,Grocery Store,88,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1688,,,,,Greggs,This spot is popular,Bakery,830,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1689,,,,,Poundland,This spot is popular,Discount Store,315,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1690,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,858,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1691,,,,,Lidl,This spot is popular,Supermarket,183,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1692,,,,,Wickes,This spot is popular,Hardware Store,545,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1693,,,,,Costa Coffee,This spot is popular,Coffee Shop,1000,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1694,,,,,Sainsbury's,This spot is popular,Supermarket,235,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1695,,,,,Golden City,This spot is popular,Chinese Restaurant,200,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1696,,,,,Kopernik,This spot is popular,Food & Drink Shop,220,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1697,,,,,Karma Footprints LTD,This spot is popular,IT Services,556,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1698,,,,,Wokhei,This spot is popular,Noodle House,776,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1699,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,788,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1700,,,,,Equinix LD5,This spot is popular,IT Services,992,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1701,,,,,Subway,This spot is popular,Sandwich Place,914,SL2 1BT Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1702,,,,,"Stoke Park Country Club, Spa & Hotel",This spot is popular,Hotel,608,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1703,,,,,Pets at Home,This spot is popular,Pet Store,994,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1704,,,,,B&M Store,This spot is popular,Discount Store,980,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1705,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,703,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1706,,,,,Costa Coffee,This spot is popular,Coffee Shop,821,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1707,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,837,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1708,,,,,Iceland,This spot is popular,Grocery Store,772,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1709,,,,,Lidl,This spot is popular,Supermarket,533,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1710,,,,,Poundland,This spot is popular,Discount Store,960,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1711,,,,,Karma Footprints LTD,This spot is popular,IT Services,354,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1712,,,,,San Marco,This spot is popular,Italian Restaurant,554,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1713,,,,,Golden City,This spot is popular,Chinese Restaurant,578,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1714,,,,,Kopernik,This spot is popular,Food & Drink Shop,816,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1715,,,,,Sainsbury's,This spot is popular,Supermarket,883,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1716,,,,,Chicken Delite,This spot is popular,Burger Joint,925,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1717,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,953,SL2 1BW William Grove,51.5311067,-0.6100924,William Grove
1718,,,,,Pets at Home,This spot is popular,Pet Store,362,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1719,,,,,B&M Store,This spot is popular,Discount Store,301,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1720,,,,,Costa Coffee,This spot is popular,Coffee Shop,184,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1721,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,195,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1722,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,33,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1723,,,,,Iceland,This spot is popular,Grocery Store,88,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1724,,,,,Greggs,This spot is popular,Bakery,830,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1725,,,,,Poundland,This spot is popular,Discount Store,315,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1726,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,858,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1727,,,,,Lidl,This spot is popular,Supermarket,183,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1728,,,,,Wickes,This spot is popular,Hardware Store,545,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1729,,,,,Costa Coffee,This spot is popular,Coffee Shop,1000,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1730,,,,,Sainsbury's,This spot is popular,Supermarket,235,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1731,,,,,Golden City,This spot is popular,Chinese Restaurant,200,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1732,,,,,Kopernik,This spot is popular,Food & Drink Shop,220,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1733,,,,,Karma Footprints LTD,This spot is popular,IT Services,556,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1734,,,,,Wokhei,This spot is popular,Noodle House,776,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1735,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,788,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1736,,,,,Equinix LD5,This spot is popular,IT Services,992,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1737,,,,,Subway,This spot is popular,Sandwich Place,914,SL2 1DA Farnham Road,51.5260784,-0.6158663000000001,Farnham Road
1738,,,,,Pets at Home,This spot is popular,Pet Store,544,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1739,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,987,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1740,,,,,B&M Store,This spot is popular,Discount Store,465,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1741,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,215,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1742,,,,,Costa Coffee,This spot is popular,Coffee Shop,367,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1743,,,,,Iceland,This spot is popular,Grocery Store,263,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1744,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,378,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1745,,,,,Greggs,This spot is popular,Bakery,923,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1746,,,,,Poundland,This spot is popular,Discount Store,495,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1747,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,967,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1748,,,,,Lidl,This spot is popular,Supermarket,64,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1749,,,,,Golden City,This spot is popular,Chinese Restaurant,18,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1750,,,,,Wickes,This spot is popular,Hardware Store,725,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1751,,,,,Sainsbury's,This spot is popular,Supermarket,417,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1752,,,,,Kopernik,This spot is popular,Food & Drink Shop,400,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1753,,,,,Chicken Delite,This spot is popular,Burger Joint,489,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1754,,,,,Karma Footprints LTD,This spot is popular,IT Services,553,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1755,,,,,Absolutely Fitness,This spot is popular,Recreation Center,756,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1756,,,,,McDonald's,This spot is popular,Fast Food Restaurant,787,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1757,,,,,A.J Lodge Guest House,This spot is popular,Bed & Breakfast,792,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1758,,,,,Wokhei,This spot is popular,Noodle House,880,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1759,,,,,Fairprice Supermarket,This spot is popular,Grocery Store,890,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1760,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,895,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1761,,,,,Priestley Bakers,This spot is popular,Bakery,899,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1762,,,,,Carphone Warehouse,This spot is popular,Mobile Phone Shop,900,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1763,,,,,Subway,This spot is popular,Sandwich Place,968,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1764,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,997,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1765,,,,,KFC,This spot is popular,Fast Food Restaurant,603,SL2 1DE Farnham Road,51.5276795,-0.6164691,Farnham Road
1766,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,573,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1767,,,,,Pets at Home,This spot is popular,Pet Store,649,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1768,,,,,B&M Store,This spot is popular,Discount Store,503,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1769,,,,,Greggs,This spot is popular,Bakery,620,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1770,,,,,Co-op Food,This spot is popular,Grocery Store,829,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1771,,,,,Costa Coffee,This spot is popular,Coffee Shop,558,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1772,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,556,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1773,,,,,Iceland,This spot is popular,Grocery Store,459,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1774,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,695,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1775,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,483,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1776,,,,,Poundland,This spot is popular,Discount Store,602,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1777,,,,,Costa Coffee,This spot is popular,Coffee Shop,989,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1778,,,,,Costa Coffee,This spot is popular,Coffee Shop,942,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1779,,,,,Lidl,This spot is popular,Supermarket,492,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1780,,,,,Wickes,This spot is popular,Hardware Store,779,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1781,,,,,Golden City,This spot is popular,Chinese Restaurant,426,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1782,,,,,Equinix LD5,This spot is popular,IT Services,652,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1783,,,,,Sainsbury's,This spot is popular,Supermarket,563,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1784,,,,,Subway,This spot is popular,Sandwich Place,589,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1785,,,,,Wokhei,This spot is popular,Noodle House,607,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1786,,,,,Kopernik,This spot is popular,Food & Drink Shop,616,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1787,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,625,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1788,,,,,Starbucks,This spot is popular,Coffee Shop,987,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1789,,,,,O2 Canteen,This spot is popular,Restaurant,997,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1790,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,789,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1791,,,,,Europcar Slough,This spot is popular,Rental Car Location,920,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1792,,,,,Absolutely Karting,This spot is popular,Go Kart Track,930,SL2 1DF Furnival Avenue,51.5267252,-0.6224649999999999,Furnival Avenue
1793,,,,,Pets at Home,This spot is popular,Pet Store,573,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1794,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,787,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1795,,,,,B&M Store,This spot is popular,Discount Store,451,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1796,,,,,Greggs,This spot is popular,Bakery,778,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1797,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,310,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1798,,,,,Costa Coffee,This spot is popular,Coffee Shop,430,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1799,,,,,Iceland,This spot is popular,Grocery Store,315,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1800,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,434,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1801,,,,,Co-op Food,This spot is popular,Grocery Store,953,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1802,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,836,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1803,,,,,Poundland,This spot is popular,Discount Store,521,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1804,,,,,Lidl,This spot is popular,Supermarket,266,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1805,,,,,Golden City,This spot is popular,Chinese Restaurant,198,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1806,,,,,Wickes,This spot is popular,Hardware Store,737,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1807,,,,,Sainsbury's,This spot is popular,Supermarket,458,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1808,,,,,Kopernik,This spot is popular,Food & Drink Shop,481,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1809,,,,,Equinix LD5,This spot is popular,IT Services,861,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1810,,,,,Wokhei,This spot is popular,Noodle House,747,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1811,,,,,Karma Footprints LTD,This spot is popular,IT Services,755,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1812,,,,,Subway,This spot is popular,Sandwich Place,792,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1813,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,763,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
1814,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,865,SL2 1DH Furnival Avenue,51.52738249999999,-0.6193462,Furnival Avenue
